selection_file,seed,strategy,metric_level,primary_metric,primary_metric_value,cosine_distance,l2_distance,variance_score,feature_mean,feature_std,feature_var,strategy_metric_value,selected_episode_ids
selection_outputs_feature_std_20260316_1/selection_feature_std_seed42.json,42,feature_std,frame,feature_std,2.279278039932251,0.5250899195671082,45.44253158569336,2.7328929901123047,0.005578669719398022,2.279278039932251,5.195108890533447,2.279278039932251,"0,4,23,28,35,44,45,51,57,60,63,69,73,84,87,91,92,93,99,100,101,110,115,116,117,126,129,132,142,144,145,150,151,157,160,163,177,178,180,181,192,194,195,197,201,202,205,210,222,224,231,237,244,257,259,260,261,264,269,274,276,286,287,288,296,299,303,314,332,336,340,343,347,349,356,358,360,364,365,379,381,394,400,403,405,411,425,426,438,452,455,461,464,467,477,483,484,485,487,496"
